PC1,PC2,PC3,PC4,PC5,PC6,PC7,event,X.technology.,X.science.,X.globalissues.,X.culture.,X.TEDx.,X.design.,X.business.,X.entertainment.,X.health.,X.innovation.,lable
3.77641886,-0.104568452,1.592547811,0.108826797,-0.113624372,-0.490781581,0.489562112,TED original,0,0,0,1,0,1,0,0,0,0,good
1.233678343,0.078935926,-0.016662488,1.627865009,-1.022966884,0.821795033,1.685299074,TED original,1,1,0,0,0,0,1,0,0,1,ok
0.103182445,-1.840295508,-1.280210047,1.612406631,-0.393287769,-0.084803828,-0.72995104,TED original,1,1,0,1,0,0,1,0,0,0,ok
0.258909064,0.534311571,1.690118671,-0.485957499,-1.530282924,-1.282909537,0.891581775,TED original,0,0,0,0,0,1,0,0,0,0,ok
-0.839056619,0.402241145,-0.594049729,0.460736108,0.002331246,-0.081442562,0.717593081,TEDGlobal,0,0,1,1,0,1,1,0,0,0,ok
5.017503171,2.630996671,1.978690479,3.198439076,0.485467435,1.090480639,1.656656536,TED original,0,0,0,1,0,1,0,0,0,0,bad
2.579843177,2.329769333,1.609560649,2.022470292,-0.518961176,-0.627748225,0.614858364,TED original,1,0,0,0,0,1,1,0,0,0,ok
-0.124991841,0.299823961,3.190396401,-0.834209526,1.607158582,0.077923304,-0.47086284,TEDSalon,0,0,0,0,0,0,0,1,0,0,ok
-0.076812633,-0.205638874,-0.273919946,-0.634912415,-0.209404405,-0.02771727,1.416013115,TEDGlobal,0,0,0,0,0,1,1,0,0,0,ok
-0.237039364,-2.190810266,1.827516506,-0.335083329,-1.692330675,-0.713810564,0.622822234,TED original,0,0,0,0,0,1,0,0,0,0,ok
4.352667665,2.615093745,1.274873756,2.458788624,0.182382469,0.843929606,0.971769925,TEDGlobal,1,0,1,1,0,0,0,0,0,0,ok
-0.896014287,-1.667919906,-0.295904418,1.628826808,-0.447035246,-0.128381792,0.622630543,TED original,1,1,0,0,0,1,0,0,0,0,ok
0.947473156,-1.998107934,-0.977569182,1.204199075,0.47468525,0.21869295,-0.586183456,TEDGlobal,1,1,0,0,0,0,0,0,0,0,ok
5.616912968,2.875300348,3.297705877,2.319929473,0.777670114,1.056238241,0.988651098,TED original,1,0,0,0,0,0,0,1,0,0,ok
-0.524086394,-3.663741238,0.814741655,2.223669809,-0.037768916,1.038054668,-2.701948457,TED original,0,0,0,1,0,0,0,0,0,0,good
-0.547668637,-1.474535064,2.180486683,1.733318852,1.001800577,0.151592868,-1.332979938,TED original,0,0,0,0,0,1,0,0,0,0,good
0.910475437,-3.200915583,-0.487043228,0.874742677,0.355539631,-1.153945245,-1.331400431,TED original,1,1,0,0,0,0,0,0,0,0,ok
2.114550262,0.881482717,3.213707301,-3.415789007,-2.374053973,-1.04986084,-1.231974526,TED original,0,0,0,0,0,0,0,0,0,0,ok
0.677161788,1.001161757,3.867673726,-0.326169955,3.049058603,-1.387923023,-0.294336569,TED original,0,0,0,0,0,0,0,1,0,0,ok
2.785611783,0.052086633,-0.350910758,1.375902661,0.10200407,-0.945209456,0.288783816,TED original,0,0,0,1,0,0,0,1,0,0,good
-1.592763099,-1.431716359,0.953144588,3.315797711,-0.356575569,-0.474347299,-0.608238519,TED original,0,0,0,0,0,0,0,1,0,0,great
-0.994423041,0.225622789,-1.46873126,0.662409504,-1.395445303,0.988392732,0.900576457,TED original,1,0,1,1,0,1,1,0,0,0,ok
2.025491381,1.004366663,-0.315945533,0.637321552,-0.590656392,-0.792541177,0.647158985,TED original,1,0,0,0,0,0,1,0,0,1,ok
-0.310677192,-2.321886999,2.707960274,-1.101059263,-0.766168582,0.602968993,-0.041284097,TED original,0,0,0,0,0,0,0,1,0,0,ok
-1.17785947,0.202761678,4.368742795,-0.620066899,3.159795588,-1.660733064,-0.977293803,TED original,0,0,0,0,0,0,0,1,0,0,ok
-1.293595234,0.648915117,3.290807279,-0.171663908,1.960560616,-0.256386588,-0.372750213,TED original,0,0,0,0,0,0,0,1,0,0,ok
0.209404203,2.490538002,1.414937844,1.846969736,-0.125029663,0.775456131,-0.390102401,TED original,0,0,1,1,0,0,0,0,0,0,ok
-1.581571937,1.581908628,-0.6910274,1.654696483,-2.118671389,0.31467724,-0.641352615,TED original,0,1,0,1,0,0,0,0,0,0,great
3.970758228,1.845032967,3.323591645,-0.151214159,-5.079454729,-0.52805283,-1.594024205,TED original,0,0,0,1,0,0,0,0,0,0,bad
0.544818931,0.164222345,3.922732426,-1.717209628,1.701734217,-1.101247727,-0.651341131,TED original,0,0,0,0,0,0,0,1,0,0,ok
2.783507869,0.558770667,-1.52720004,-0.115848618,1.236298743,-0.529078126,-0.172211229,TED original,1,0,0,1,0,0,1,1,0,0,ok
0.371338208,0.474504012,3.824932427,-0.439191288,2.438773411,-0.830160228,-0.572673467,TED original,0,0,0,0,0,0,0,1,0,0,ok
3.568404395,1.758599911,0.511889515,1.57166688,0.409272768,-0.664652368,1.120421554,TED original,1,0,0,1,0,1,1,0,0,0,ok
2.737289206,1.059522039,2.759754536,-2.068210008,-1.642363679,0.028275774,-0.407098331,TED original,0,0,0,1,0,0,0,1,0,0,ok
-0.297084849,1.550104909,-1.541291175,-0.032625339,-2.47704191,-0.009623584,-0.649278153,TED original,0,0,0,1,0,1,0,0,0,0,ok
0.81849163,-0.123633332,0.458514243,0.163338849,-0.004148109,-0.71727412,1.174652552,TED original,0,0,0,1,0,1,0,0,0,0,ok
5.290446554,2.675969269,1.662350558,-0.50616512,1.610719539,2.489805274,-0.452840263,TED original,1,0,1,1,0,0,1,0,0,0,good
0.074301918,-1.590840544,-0.928608311,0.712328008,-0.930893021,-0.578947637,0.361697655,TED original,1,1,0,0,0,0,0,0,0,0,ok
0.504315563,-1.388112598,-0.076169045,-0.062696933,-0.82562029,-2.337383255,-1.226970739,TED original,1,1,1,0,0,0,0,0,0,0,ok
-0.90280671,-5.910580053,2.023869097,2.654167619,-0.376472337,5.758348429,-4.661414795,TED original,1,0,0,0,0,0,0,0,0,0,great
-0.999050584,1.780117445,-0.875612639,0.646743333,-0.340017771,0.554663841,-0.046933615,TED original,1,0,1,0,0,0,0,0,0,0,ok
-1.390943007,0.860501792,-1.159162331,0.455903912,-0.020073498,-0.474987504,0.030184731,TED original,0,0,1,0,0,0,1,0,0,0,ok
0.531633688,-2.440689184,1.44729701,-1.73734138,-1.135092258,0.679289426,0.636225402,TED original,1,0,0,0,0,0,0,0,0,0,ok
-0.71885269,0.964505882,1.399338306,-0.272992536,-0.207275185,-0.837133342,0.632413935,TEDSalon,0,0,1,1,0,0,0,0,0,0,good
3.964770896,3.258156958,1.151242342,4.069420196,-0.32387411,-0.381744445,1.382932131,TED original,0,0,0,1,0,1,0,0,0,0,bad
0.463977886,-0.073067655,-1.277472317,0.753130922,-2.303934192,0.327228351,-0.678050937,TED original,1,0,1,1,0,0,0,0,0,0,ok
0.679584802,0.579715562,3.779308349,-0.833616139,2.98800224,-0.8823152,-0.336447954,TED original,0,0,0,1,0,0,0,1,0,0,bad
2.681479502,-1.091382219,1.378824307,0.219706558,0.874769844,2.206760415,-0.911047249,TED original,1,0,0,0,0,1,0,0,0,0,ok
-0.934354094,-3.228563402,0.27287055,2.06376057,-1.259492685,2.309826786,-2.686857917,TED original,0,0,1,0,0,0,0,0,1,0,great
-1.611696027,-1.90798412,0.7686621,2.296987423,-0.749160832,2.976191067,-2.708627381,TED original,1,0,0,0,0,0,0,0,0,0,ok
0.722018271,0.804485094,-2.328871045,0.188139157,-0.412689327,0.570330922,0.219370884,TED original,0,0,0,1,0,0,0,0,0,0,good
-0.238752658,-2.321570893,-0.785518913,1.391334244,-0.454971026,0.869665632,-0.41964369,TED original,1,0,0,0,0,1,0,0,1,0,good
0.457872591,-2.990426719,1.469271986,2.154533462,-0.229567349,1.952407294,-0.795914984,TED original,1,0,1,0,0,1,0,1,0,0,ok
2.364083262,0.638083043,-1.475949497,0.131325262,0.493152869,0.566847884,-0.235294738,TED original,0,1,1,0,0,0,0,0,1,0,ok
-0.201942754,-3.600586334,1.124942878,1.88474276,-0.652826944,2.344183244,-0.921984372,TED original,1,0,0,0,0,1,0,1,0,0,ok
1.824302946,-1.147170433,2.24786265,-2.473833978,-4.135476133,-1.243783871,-0.207864482,TED original,0,0,0,0,0,0,0,1,0,0,great
-0.149334919,-3.195363311,1.865248651,1.702473438,0.965301995,1.510539932,-2.231812557,TED original,1,1,0,0,0,1,0,1,1,0,good
1.51305735,0.675281426,2.47054318,-3.033410134,-3.430733452,-0.492808314,-0.984005794,TED original,0,0,0,1,0,0,0,0,0,0,ok
-1.405929122,1.298477009,-0.994320343,0.463321954,-0.42651163,0.557535372,-0.648007542,TEDGlobal,0,0,1,0,0,0,1,0,0,0,ok
-1.21195469,2.874129613,-4.702410979,0.328558414,-1.85545475,1.226465163,0.033947626,TEDGlobal,0,0,1,0,0,0,1,0,0,0,ok
-2.299662007,-0.154710115,1.645884408,-0.914980497,0.14051645,1.174902058,1.180806051,TEDGlobal,1,0,1,0,0,1,0,0,0,0,good
-0.208349833,0.559262386,-1.155561795,0.578114613,-0.082967301,-0.426983379,1.413501777,TEDGlobal,0,0,1,0,0,0,1,0,0,0,bad
-2.37816376,1.463673812,0.090861815,0.559493048,-0.086238427,0.017392822,0.796751146,TEDGlobal,0,0,1,1,0,0,0,0,0,0,ok
-0.994798662,0.488753696,1.595519498,0.325936479,-0.368640438,-0.996816351,-0.713348719,TEDGlobal,0,0,1,1,0,0,0,1,0,0,ok
-1.603764406,1.050271681,-0.420603738,0.454933995,-0.068933517,-0.09903613,0.672040776,TEDGlobal,0,0,1,0,0,0,1,0,0,0,ok
-2.330716044,0.441151576,3.040219441,-0.02146265,1.660397862,-1.106695626,-0.265809632,TEDGlobal,0,0,0,0,0,0,0,1,0,0,ok
-1.201509201,-1.004992112,3.418536368,-0.43035852,2.007911038,-0.885416761,-0.448902272,TEDGlobal,0,0,0,0,0,0,0,1,0,0,bad
-0.574559859,1.387947203,0.286402939,0.324228346,-0.108018029,-0.21490817,0.966269018,TED original,0,0,1,0,0,0,1,1,0,0,ok
-1.088644421,-3.483744946,1.469904138,0.577727237,-0.231528119,3.468129251,-1.224942134,TED original,1,1,1,1,0,0,0,0,0,0,good
0.91135743,-0.578855975,0.300157207,-0.620920347,-2.024866738,-1.738965868,-0.414667571,TED original,0,0,0,1,0,0,0,1,0,0,ok
-1.261271331,1.675519692,-3.636052136,-0.378590568,-1.105623808,0.906730044,-0.513426502,TEDGlobal,1,0,1,0,0,0,1,0,0,0,ok
-0.148925238,-4.355914615,1.830526972,0.785160322,-0.401865592,2.794975832,-0.634552276,TED original,1,0,0,0,0,1,0,1,0,0,great
4.413259366,1.203451593,-0.536048438,2.122328141,0.793256604,-0.401133869,0.895429076,TEDGlobal,0,1,0,1,0,0,0,0,0,0,good
0.256487678,0.859346766,-3.075240491,0.393136824,-0.473177301,0.060320952,-0.320842259,TED original,0,0,1,1,0,0,1,0,0,0,good
-1.11923002,1.733359079,0.436694448,1.223440588,-0.194977318,1.231194617,-1.306142884,TED original,1,0,1,0,0,0,0,1,0,0,ok
0.956869149,-0.945904834,-1.208071371,0.468813783,1.035776651,-1.352654723,-0.478620751,TEDGlobal,0,1,1,0,0,0,0,0,0,0,ok
2.635160909,1.092913222,1.883014264,0.599855773,-1.449570205,-0.938903885,0.669452876,TED original,1,0,0,0,0,1,0,0,0,0,ok
0.901576392,-0.53808017,-1.286767898,1.767785304,-1.328500207,-1.54087843,-0.719551863,TED original,1,1,1,0,0,0,0,0,0,0,ok
1.367773938,-0.827001458,0.549074469,1.437831299,-1.376955082,-0.565261287,1.803274552,TED original,1,0,0,0,0,1,1,0,0,0,ok
-1.04788314,-4.130994575,1.322702215,2.94378335,0.252619191,2.297841225,-3.481146272,TED original,1,1,0,0,0,1,0,0,0,0,good
1.973213583,-1.978682222,2.832466457,-0.240298987,0.862430914,2.137143558,-2.1589124,TED original,0,0,0,1,0,0,0,1,0,0,good
-0.860289695,0.10406476,-0.045812934,1.921046121,-1.243080943,-1.75539859,0.624595944,TED original,1,0,1,0,0,0,1,1,0,0,ok
1.379016366,-2.606941276,0.249525871,-0.384567329,0.453943271,0.774880321,0.712940892,TED original,1,0,0,0,0,1,0,0,0,0,ok
4.728524999,2.477644228,3.096840469,2.219646255,-0.78990686,-0.105618618,0.709113327,TED original,0,0,0,1,0,1,0,1,0,0,ok
4.005704093,1.41116415,0.162235827,1.777185367,0.922114936,0.02294484,1.166569384,TED original,1,0,1,1,0,1,0,0,0,0,ok
0.258280395,-3.584363604,-0.829363806,1.766157611,-0.651422114,-0.413753379,-0.598611694,TED original,1,1,0,1,0,0,0,0,0,0,great
-0.4568563,0.861927506,-1.01802292,1.104191057,-0.058405846,0.004804626,0.033805068,TEDGlobal,1,0,1,0,0,0,1,0,0,0,ok
-2.731392173,1.294694192,0.277522535,1.356622698,-0.494839973,0.071335492,-0.82156914,TED original,1,1,0,0,0,0,0,0,0,0,ok
-1.399926381,0.659777035,0.67548468,1.115664586,0.194006177,-1.491695548,1.085204672,TED original,0,0,1,1,0,0,0,0,0,0,great
-0.929542005,0.987819748,-2.683518229,0.115244134,-1.166840576,0.363131301,0.140838304,TED original,1,0,0,0,0,0,1,1,0,0,good
2.564144599,-2.510427439,0.927980661,-0.154440981,0.425829533,1.760969197,0.49208566,TED original,0,1,0,0,0,0,0,0,0,0,ok
-0.092232615,1.259135542,-3.363435654,-0.133707964,-0.85253576,1.004381969,-0.384875483,TEDSalon,1,1,1,0,0,0,1,0,0,0,ok
0.65211073,1.185583068,-2.880666451,0.393816302,-0.767820564,0.807400442,0.232324138,TEDSalon,1,1,0,0,0,0,1,0,0,0,ok
1.170492355,1.916132888,-0.163136317,2.258834468,0.193551105,-0.420016118,0.996075277,Small Events,0,0,1,1,0,0,0,0,1,0,ok
0.250847531,-3.231397615,-0.199106894,1.008649769,-0.435461931,-0.320880278,0.800077196,TED original,1,1,0,0,0,1,0,0,0,0,ok
0.087281939,-3.547516347,0.18233261,1.645175716,0.134959344,0.719605626,-1.260371465,TEDGlobal,1,0,0,1,0,1,0,0,0,0,ok
2.212404529,1.407843803,2.114817242,0.958308958,-1.737520671,-0.32317604,0.506348419,TED original,0,0,0,0,0,1,0,0,0,0,good
0.824038943,-0.595923802,0.318622345,0.176520175,0.155228782,-1.484312084,-0.263966258,TED original,1,1,0,0,0,0,0,0,0,0,ok
0.284986217,-0.206461766,-1.929529496,0.56451208,-0.650382386,0.446181628,0.418462702,TED original,1,1,0,0,0,0,1,0,0,0,ok
0.19484919,-4.484689404,1.565733823,1.946951593,-1.330171735,2.365948077,-2.564917718,TED original,0,0,0,0,0,0,0,1,0,0,great
-0.483028643,0.997642349,-0.305828881,-0.099928075,0.694446525,-0.529985899,0.68422647,TED original,0,0,0,0,0,0,0,0,0,0,good
-1.378840325,1.588814501,2.718155004,-1.25851418,1.791112992,-0.397396495,0.198925582,TED original,0,0,0,0,0,0,0,0,0,0,ok
-0.113821369,0.974691699,-0.822098094,-1.731073478,-1.355527407,0.057641261,-0.228334836,TED original,1,0,0,0,0,1,0,1,0,0,great
-2.281107871,0.729966859,0.710728459,0.283300798,-1.128808018,-0.46139846,-0.156255512,TED original,0,0,1,0,0,0,0,1,0,0,great
1.98387656,0.502217243,2.487698386,-3.365028424,-4.927582726,-1.884452479,-2.111976484,TED original,0,0,0,0,0,0,0,0,0,0,ok
1.535939947,-2.395091464,-1.62280607,1.140396819,0.893300291,-1.747416524,-0.398343717,TED original,0,1,0,0,0,1,0,0,0,0,ok
0.453421908,-0.309374817,1.047499569,-0.005992669,-2.005625312,-1.417052552,0.332184725,TED original,1,0,0,0,0,0,0,1,0,0,good
-0.29912462,-3.858838905,1.220926621,0.764505376,1.280663078,0.733322096,-2.704701496,TED original,1,1,0,0,0,0,0,0,0,0,great
2.983993269,1.830972827,0.51513024,1.431167491,0.944778788,-0.484960509,0.974321863,TED original,0,0,0,1,0,1,0,0,0,0,ok
4.796462004,3.238295914,1.850215926,2.673617136,0.061141729,-1.072298982,1.553583633,TED original,0,0,0,1,0,1,1,0,0,0,ok
-1.907439948,-0.992153129,2.99355749,0.065519781,1.742741213,-0.624981666,-0.510116242,TED original,1,0,0,1,0,0,0,1,0,0,ok
-2.305287503,0.734769992,0.777033538,3.291805066,-0.970539634,-0.746410189,0.749004991,TED original,0,0,0,1,0,0,0,0,0,0,ok
-1.801325795,0.136043875,1.096348449,1.233843971,0.061279161,-0.917646879,0.784721802,TED original,0,0,0,1,0,0,0,1,0,0,good
4.266959448,2.556615454,3.88397551,-2.341763365,-3.727423736,0.775575637,-2.374991474,TED original,1,0,0,0,0,0,0,1,0,0,ok
3.956310281,1.794472749,2.31759518,1.245090665,-1.907471203,0.609353851,-0.290816656,TEDGlobal,0,0,0,1,0,0,0,1,0,0,ok
-0.929762825,1.779006047,0.012301486,-0.385735776,-0.020343603,0.388013728,0.19454533,TED original,1,0,1,1,0,0,1,0,0,0,ok
2.406480726,1.269964898,0.137761368,0.230241461,-0.101499681,1.577859268,0.706022166,TED original,1,0,0,0,0,0,1,0,0,0,ok
-0.69008424,0.242815408,-0.201849686,-0.165350644,-0.731515088,-0.246627528,0.773695723,TED original,0,0,0,1,0,1,0,0,0,0,ok
2.992729739,0.993805392,2.156731667,2.324547298,0.222117982,-0.838222529,1.328123162,TED original,0,0,0,1,0,1,0,0,0,0,ok
